"ISBN";"count";"rating-mean";"rating-std";"group-size";"group-weight";"normalized-weight";"weighted-count";"rank";"rank-gain"
"0007154615";"5.0";"7.0";"N/A";"3310.4";"3310.4";"1.0";"5.0";"27.93667007150153";"-64.205491564331"
"0020198906";"5.0";"6.0";"4.242640687119285";"1310.6";"1310.6";"1.0";"5.0";"27.93667007150153";"-63.69916245040694"
"0020199600";"7.0";"8.0";"0.0";"472.14285714285717";"472.14285714285717";"1.0";"7.0";"57.81409601634321";"-32.92916915730171"
"002026478X";"14.0";"10.0";"0.0";"1766.857142857143";"1766.857142857143";"1.0";"14.0";"88.61082737487231";"-7.10484935346264"
"0020427859";"6.0";"10.0";"N/A";"1251.5";"1251.5";"1.0";"6.0";"45.99080694586313";"-41.9449282050619"
"0020442106";"5.0";"10.0";"N/A";"1100.2";"1100.2";"1.0";"5.0";"27.93667007150153";"-52.069821327394926"
"0020442203";"9.0";"8.0";"1.0";"1266.5555555555557";"1266.5555555555557";"1.0";"9.0";"73.49336057201226";"-21.797129528604415"
"0020442408";"7.0";"9.0";"1.0";"1175.0";"1175.0";"1.0";"7.0";"57.81409601634321";"-34.56175597976195"
"0020442505";"7.0";"9.5";"0.7071067811865476";"2633.0";"2633.0";"1.0";"7.0";"57.81409601634321";"-31.897036732764228"
"0020442602";"5.0";"9.0";"N/A";"1026.4";"1026.4";"1.0";"5.0";"27.93667007150153";"-60.45670870162407"
"0020446500";"5.0";"8.0";"N/A";"4633.8";"4633.8";"1.0";"5.0";"27.93667007150153";"-58.22042178179286"
"0020518501";"8.0";"8.5";"0.5773502691896257";"2761.625";"2761.625";"1.0";"8.0";"66.70071501532176";"-12.179518675038508"
"0020519001";"5.0";"7.0";"N/A";"3085.2";"3085.2";"1.0";"5.0";"27.93667007150153";"-60.45670870162407"
"002542730X";"25.0";"8.125";"1.807721533549109";"1472.68";"1472.68";"1.0";"25.0";"97.19101123595506";"-1.9715983064013187"
"0028604199";"7.0";"9.0";"1.4142135623730951";"1540.4285714285713";"1540.4285714285713";"1.0";"7.0";"57.81409601634321";"-38.80063945915176"
"0028604202";"9.0";"10.0";"0.0";"1755.7777777777778";"1755.7777777777778";"1.0";"9.0";"73.49336057201226";"-16.977265847981243"
"0060002492";"6.0";"7.0";"2.8284271247461903";"4229.166666666667";"4229.166666666667";"1.0";"6.0";"45.99080694586313";"-42.89267244394537"
"006000438X";"6.0";"7.5";"2.1213203435596424";"2626.0";"2626.0";"1.0";"6.0";"45.99080694586313";"-48.87449652703528"
