"ISBN";"count";"rating-mean";"rating-std";"group-size";"group-weight";"normalized-weight";"weighted-count";"rank";"rank-gain"
"0007154615";"5.0";"7.0";"N/A";"3310.4";"3.2";"0.0009666505558240696";"0.004833252779120348";"30.302471412762817";"-66.29993211325424"
"0020199600";"7.0";"8.0";"0.0";"472.14285714285717";"2.2857142857142856";"0.004841149773071104";"0.03388804841149773";"96.09000368867576";"0.0726272736711735"
"002026478X";"14.0";"10.0";"0.0";"1766.857142857143";"2.5";"0.001414941785252264";"0.019809184993531695";"88.4360014754703";"-9.642446062342415"
"0020427859";"6.0";"10.0";"N/A";"1251.5";"2.0";"0.0015980823012385138";"0.009588493807431082";"64.49649575802287";"-30.355582752932506"
"0020442009";"4.0";"9.5";"0.7071067811865476";"903.25";"3.0";"0.0033213396069748133";"0.013285358427899253";"77.42530431575065";"-17.81837770853828"
"0020442106";"5.0";"10.0";"N/A";"1100.2";"2.2";"0.0019996364297400473";"0.009998182148700237";"66.39616377720398";"-25.25808361474833"
"0020442203";"9.0";"8.0";"1.0";"1266.5555555555557";"2.0";"0.0015790858847267303";"0.014211772962540573";"79.8967170785688";"-18.007332133467855"
"0020442408";"7.0";"9.0";"1.0";"1175.0";"2.142857142857143";"0.00182370820668693";"0.01276595744680851";"76.11582441903357";"-20.591218102449133"
"0020442505";"7.0";"9.5";"0.7071067811865476";"2633.0";"3.2857142857142856";"0.0012478975638869295";"0.008735282947208507";"60.18074511250461";"-35.40856268468599"
"0020442602";"5.0";"9.0";"N/A";"1026.4";"2.8";"0.002727981293842556";"0.01363990646921278";"78.53190704537072";"-16.50408242731217"
"0020446500";"5.0";"8.0";"N/A";"4633.8";"3.0";"0.0006474168069403081";"0.0032370840347015406";"10.438952416082627";"-83.67114049066183"
"0020449313";"4.0";"9.0";"N/A";"1119.25";"2.25";"0.0020102747375474648";"0.008041098950189859";"56.30763555883438";"-35.78736396553383"
"0020518307";"4.0";"8.5";"0.7071067811865476";"1341.25";"1.75";"0.00130475302889096";"0.00521901211556384";"34.17558096643305";"-46.29180654664682"
"0020518501";"8.0";"8.5";"0.5773502691896257";"2761.625";"4.25";"0.0015389489883673561";"0.012311591906938849";"74.67724087052748";"-16.531498071033226"
"0020519001";"5.0";"7.0";"N/A";"3085.2";"4.0";"0.0012965123816932453";"0.006482561908466226";"45.81335300627075";"N/A"
"0020532105";"4.0";"N/A";"N/A";"1480.25";"2.5";"0.0016889039013680122";"0.006755615605472049";"47.65769088897086";"-46.17336469653188"
"002089130X";"4.0";"N/A";"N/A";"957.5";"2.75";"0.0028720626631853785";"0.011488250652741514";"71.6709701217263";"-19.011402963855716"
"002542730X";"25.0";"8.125";"1.807721533549109";"1472.68";"2.32";"0.0015753592090610314";"0.03938398022652578";"97.04905938767982";"-2.5561662203361664"
"0028604199";"7.0";"9.0";"1.4142135623730951";"1540.4285714285713";"2.7142857142857144";"0.00176203282945377";"0.01233422980617639";"74.76945776466249";"-23.692666089857596"
"0028604202";"9.0";"10.0";"0.0";"1755.7777777777778";"1.6666666666666667";"0.0009492469307682572";"0.008543222376914315";"59.18480265584655";"-36.724763885041924"
"0060002492";"6.0";"7.0";"2.8284271247461903";"4229.166666666667";"4.5";"0.001064039408866995";"0.0063842364532019705";"45.24160826263371";"-50.00207376165522"
"006000438X";"6.0";"7.5";"2.1213203435596424";"2626.0";"3.8333333333333335";"0.00145976136075146";"0.008758568164508759";"60.27296200663962";"-37.45351800097049"
"0060008032";"5.0";"7.666666666666667";"0.5773502691896258";"3517.4";"4.8";"0.0013646443395689998";"0.006823221697844999";"48.17410549612689";"-50.90316881658516"
"0060008776";"8.0";"8.0";"N/A";"1433.875";"1.875";"0.0013076453665765845";"0.010461162932612676";"68.42493544817411";"N/A"
